"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","52","Goiás","2010","B Indústrias extrativas","2158203","Mil Reais"
"UF","52","Goiás","2010","C Indústrias de transformação","52194940","Mil Reais"
"UF","52","Goiás","2010","10 Fabricação de produtos alimentícios","22399530","Mil Reais"
"UF","52","Goiás","2010","20 Fabricação de produtos químicos","5942938","Mil Reais"
"UF","52","Goiás","2010","24 Metalurgia","1120797","Mil Reais"
"UF","52","Goiás","2010","29 Fabricação de veículos automotores, reboques e carrocerias","8640461","Mil Reais"
"UF","52","Goiás","2011","Total","63309842","Mil Reais"
"UF","52","Goiás","2011","B Indústrias extrativas","2581568","Mil Reais"
"UF","52","Goiás","2011","C Indústrias de transformação","60728274","Mil Reais"
"UF","52","Goiás","2011","10 Fabricação de produtos alimentícios","25815255","Mil Reais"
"UF","52","Goiás","2011","20 Fabricação de produtos químicos","6595054","Mil Reais"
"UF","52","Goiás","2011","24 Metalurgia","956884","Mil Reais"
"UF","52","Goiás","2011","29 Fabricação de veículos automotores, reboques e carrocerias","11845893","Mil Reais"
"UF","52","Goiás","2012","Total","65790174","Mil Reais"
"UF","52","Goiás","2012","B Indústrias extrativas","2743779","Mil Reais"
"UF","52","Goiás","2012","C Indústrias de transformação","63046395","Mil Reais"
"UF","52","Goiás","2012","10 Fabricação de produtos alimentícios","30825286","Mil Reais"
"UF","52","Goiás","2012","20 Fabricação de produtos químicos","4951991","Mil Reais"
"UF","52","Goiás","2012","24 Metalurgia","1101672","Mil Reais"
"UF","52","Goiás","2012","29 Fabricação de veículos automotores, reboques e carrocerias","9715952","Mil Reais"
"UF","52","Goiás","2013","Total","91627251","Mil Reais"
"UF","52","Goiás","2013","B Indústrias extrativas","2417898","Mil Reais"
"UF","52","Goiás","2013","C Indústrias de transformação","89209353","Mil Reais"
"UF","52","Goiás","2013","10 Fabricação de produtos alimentícios","54920971","Mil Reais"
"UF","52","Goiás","2013","20 Fabricação de produtos químicos","5601518","Mil Reais"
"UF","52","Goiás","2013","24 Metalurgia","1572926","Mil Reais"
"UF","52","Goiás","2013","29 Fabricação de veículos automotores, reboques e carrocerias","7210030","Mil Reais"
"UF","52","Goiás","2014","Total","80147991","Mil Reais"
"UF","52","Goiás","2014","B Indústrias extrativas","2134631","Mil Reais"
"UF","52","Goiás","2014","C Indústrias de transformação","78013360","Mil Reais"
"UF","52","Goiás","2014","10 Fabricação de produtos alimentícios","39491661","Mil Reais"
"UF","52","Goiás","2014","20 Fabricação de produtos químicos","6581192","Mil Reais"
"UF","52","Goiás","2014","24 Metalurgia","1681129","Mil Reais"
"UF","52","Goiás","2014","29 Fabricação de veículos automotores, reboques e carrocerias","7435749","Mil Reais"
"UF","52","Goiás","2015","Total","93389040","Mil Reais"
"UF","52","Goiás","2015","B Indústrias extrativas","2356025","Mil Reais"
"UF","52","Goiás","2015","C Indústrias de transformação","91033015","Mil Reais"
"UF","52","Goiás","2015","10 Fabricação de produtos alimentícios","49288179","Mil Reais"
"UF","52","Goiás","2015","20 Fabricação de produtos químicos","7927270","Mil Reais"
"UF","52","Goiás","2015","24 Metalurgia","1710729","Mil Reais"
"UF","52","Goiás","2015","29 Fabricação de veículos automotores, reboques e carrocerias","7301706","Mil Reais"
"UF","52","Goiás","2016","Total","93852236","Mil Reais"
"UF","52","Goiás","2016","B Indústrias extrativas","1913169","Mil Reais"
"UF","52","Goiás","2016","C Indústrias de transformação","91939067","Mil Reais"
"UF","52","Goiás","2016","10 Fabricação de produtos alimentícios","48556187","Mil Reais"
"UF","52","Goiás","2016","20 Fabricação de produtos químicos","7420635","Mil Reais"
"UF","52","Goiás","2016","24 Metalurgia","3240016","Mil Reais"
"UF","52","Goiás","2016","29 Fabricação de veículos automotores, reboques e carrocerias","6191152","Mil Reais"
"UF","52","Goiás","2017","Total","102541082","Mil Reais"
"UF","52","Goiás","2017","B Indústrias extrativas","2366413","Mil Reais"
"UF","52","Goiás","2017","C Indústrias de transformação","100174669","Mil Reais"
"UF","52","Goiás","2017","10 Fabricação de produtos alimentícios","57656243","Mil Reais"
"UF","52","Goiás","2017","20 Fabricação de produtos químicos","7706923","Mil Reais"
"UF","52","Goiás","2017","24 Metalurgia","3332308","Mil Reais"
"UF","52","Goiás","2017","29 Fabricação de veículos automotores, reboques e carrocerias","5523787","Mil Reais"
"UF","52","Goiás","2018","Total","103404575","Mil Reais"
"UF","52","Goiás","2018","B Indústrias extrativas","2492273","Mil Reais"
"UF","52","Goiás","2018","C Indústrias de transformação","100912302","Mil Reais"
"UF","52","Goiás","2018","10 Fabricação de produtos alimentícios","51090736","Mil Reais"
"UF","52","Goiás","2018","20 Fabricação de produtos químicos","8358094","Mil Reais"
"UF","52","Goiás","2018","24 Metalurgia","4277358","Mil Reais"
"UF","52","Goiás","2018","29 Fabricação de veículos automotores, reboques e carrocerias","5379816","Mil Reais"
"UF","52","Goiás","2019","Total","114927009","Mil Reais"
"UF","52","Goiás","2019","B Indústrias extrativas","2462799","Mil Reais"
"UF","52","Goiás","2019","C Indústrias de transformação","112464210","Mil Reais"
"UF","52","Goiás","2019","10 Fabricação de produtos alimentícios","56400559","Mil Reais"
"UF","52","Goiás","2019","20 Fabricação de produtos químicos","10282478","Mil Reais"
"UF","52","Goiás","2019","24 Metalurgia","4510637","Mil Reais"
"UF","52","Goiás","2019","29 Fabricação de veículos automotores, reboques e carrocerias","5275557","Mil Reais"
"UF","52","Goiás","2020","Total","139758058","Mil Reais"
"UF","52","Goiás","2020","B Indústrias extrativas","3345450","Mil Reais"
"UF","52","Goiás","2020","C Indústrias de transformação","136412608","Mil Reais"
"UF","52","Goiás","2020","10 Fabricação de produtos alimentícios","74603579","Mil Reais"
"UF","52","Goiás","2020","20 Fabricação de produtos químicos","11179686","Mil Reais"
"UF","52","Goiás","2020","24 Metalurgia","4902655","Mil Reais"
"UF","52","Goiás","2020","29 Fabricação de veículos automotores, reboques e carrocerias","4484667","Mil Reais"
"UF","52","Goiás","2021","Total","185811554","Mil Reais"
"UF","52","Goiás","2021","B Indústrias extrativas","4721095","Mil Reais"
"UF","52","Goiás","2021","C Indústrias de transformação","181090459","Mil Reais"
"UF","52","Goiás","2021","10 Fabricação de produtos alimentícios","95474673","Mil Reais"
"UF","52","Goiás","2021","20 Fabricação de produtos químicos","17263410","Mil Reais"
"UF","52","Goiás","2021","24 Metalurgia","5757277","Mil Reais"
"UF","52","Goiás","2021","29 Fabricação de veículos automotores, reboques e carrocerias","8298192","Mil Reais"
"UF","52","Goiás","2022","Total","225333904","Mil Reais"
"UF","52","Goiás","2022","B Indústrias extrativas","4700614","Mil Reais"
"UF","52","Goiás","2022","C Indústrias de transformação","220633290","Mil Reais"
"UF","52","Goiás","2022","10 Fabricação de produtos alimentícios","121367183","Mil Reais"
"UF","52","Goiás","2022","20 Fabricação de produtos químicos","22882187","Mil Reais"
"UF","52","Goiás","2022","24 Metalurgia","5961529","Mil Reais"
"UF","52","Goiás","2022","29 Fabricação de veículos automotores, reboques e carrocerias","9940337","Mil Reais"
"UF","52","Goiás","2023","Total","204530327","Mil Reais"
"UF","52","Goiás","2023","B Indústrias extrativas","4826053","Mil Reais"
"UF","52","Goiás","2023","C Indústrias de transformação","199704274","Mil Reais"
"UF","52","Goiás","2023","10 Fabricação de produtos alimentícios","109338672","Mil Reais"
"UF","52","Goiás","2023","20 Fabricação de produtos químicos","17854317","Mil Reais"
"UF","52","Goiás","2023","24 Metalurgia","4811546","Mil Reais"
"UF","52","Goiás","2023","29 Fabricação de veículos automotores, reboques e carrocerias","8519924","Mil Reais"
"UF","53","Distrito Federal","2007","Total","2641574","Mil Reais"
"UF","53","Distrito Federal","2007","B Indústrias extrativas","16285","Mil Reais"
"UF","53","Distrito Federal","2007","C Indústrias de transformação","2625289","Mil Reais"
"UF","53","Distrito Federal","2007","10 Fabricação de produtos alimentícios","776232","Mil Reais"
"UF","53","Distrito Federal","2007","20 Fabricação de produtos químicos","79456","Mil Reais"
"UF","53","Distrito Federal","2007","24 Metalurgia","62545","Mil Reais"
"UF","53","Distrito Federal","2007","29 Fabricação de veículos automotores, reboques e carrocerias","5547","Mil Reais"
"UF","53","Distrito Federal","2008","Total","3540747","Mil Reais"
"UF","53","Distrito Federal","2008","B Indústrias extrativas","28372","Mil Reais"
"UF","53","Distrito Federal","2008","C Indústrias de transformação","3512376","Mil Reais"
"UF","53","Distrito Federal","2008","10 Fabricação de produtos alimentícios","582899","Mil Reais"
"UF","53","Distrito Federal","2008","20 Fabricação de produtos químicos","100744","Mil Reais"
"UF","53","Distrito Federal","2008","24 Metalurgia","85457","Mil Reais"
"UF","53","Distrito Federal","2008","29 Fabricação de veículos automotores, reboques e carrocerias","8271","Mil Reais"
"UF","53","Distrito Federal","2009","Total","3937407","Mil Reais"
"UF","53","Distrito Federal","2009","B Indústrias extrativas","34641","Mil Reais"
"UF","53","Distrito Federal","2009","C Indústrias de transformação","3902766","Mil Reais"
"UF","53","Distrito Federal","2009","10 Fabricação de produtos alimentícios","768826","Mil Reais"
"UF","53","Distrito Federal","2009","20 Fabricação de produtos químicos","92805","Mil Reais"
"UF","53","Distrito Federal","2009","24 Metalurgia","63783","Mil Reais"
"UF","53","Distrito Federal","2009","29 Fabricação de veículos automotores, reboques e carrocerias","5465","Mil Reais"
"UF","53","Distrito Federal","2010","Total","4069568","Mil Reais"
"UF","53","Distrito Federal","2010","B Indústrias extrativas","X","Mil Reais"
"UF","53","Distrito Federal","2010","C Indústrias de transformação","X","Mil Reais"
"UF","53","Distrito Federal","2010","10 Fabricação de produtos alimentícios","811565","Mil Reais"
"UF","53","Distrito Federal","2010","20 Fabricação de produtos químicos","89396","Mil Reais"
"UF","53","Distrito Federal","2010","24 Metalurgia","80958","Mil Reais"
"UF","53","Distrito Federal","2010","29 Fabricação de veículos automotores, reboques e carrocerias","10501","Mil Reais"
"UF","53","Distrito Federal","2011","Total","4816699","Mil Reais"
"UF","53","Distrito Federal","2011","B Indústrias extrativas","40687","Mil Reais"
"UF","53","Distrito Federal","2011","C Indústrias de transformação","4776012","Mil Reais"
"UF","53","Distrito Federal","2011","10 Fabricação de produtos alimentícios","1064594","Mil Reais"
"UF","53","Distrito Federal","2011","20 Fabricação de produtos químicos","82750","Mil Reais"
"UF","53","Distrito Federal","2011","24 Metalurgia","76592","Mil Reais"
"UF","53","Distrito Federal","2011","29 Fabricação de veículos automotores, reboques e carrocerias","12769","Mil Reais"
"UF","53","Distrito Federal","2012","Total","4823227","Mil Reais"
"UF","53","Distrito Federal","2012","B Indústrias extrativas","34941","Mil Reais"
"UF","53","Distrito Federal","2012","C Indústrias de transformação","4788286","Mil Reais"
"UF","53","Distrito Federal","2012","10 Fabricação de produtos alimentícios","1031312","Mil Reais"
"UF","53","Distrito Federal","2012","20 Fabricação de produtos químicos","69655","Mil Reais"
"UF","53","Distrito Federal","2012","24 Metalurgia","91779","Mil Reais"
"UF","53","Distrito Federal","2012","29 Fabricação de veículos automotores, reboques e carrocerias","12432","Mil Reais"
"UF","53","Distrito Federal","2013","Total","5275163","Mil Reais"
"UF","53","Distrito Federal","2013","B Indústrias extrativas","40446","Mil Reais"
"UF","53","Distrito Federal","2013","C Indústrias de transformação","5234717","Mil Reais"
"UF","53","Distrito Federal","2013","10 Fabricação de produtos alimentícios","1166224","Mil Reais"
"UF","53","Distrito Federal","2013","20 Fabricação de produtos químicos","80961","Mil Reais"
"UF","53","Distrito Federal","2013","24 Metalurgia","95173","Mil Reais"
"UF","53","Distrito Federal","2013","29 Fabricação de veículos automotores, reboques e carrocerias","16392","Mil Reais"
"UF","53","Distrito Federal","2014","Total","6132815","Mil Reais"
"UF","53","Distrito Federal","2014","B Indústrias extrativas","38290","Mil Reais"
"UF","53","Distrito Federal","2014","C Indústrias de transformação","6094525","Mil Reais"
"UF","53","Distrito Federal","2014","10 Fabricação de produtos alimentícios","1425690","Mil Reais"
"UF","53","Distrito Federal","2014","20 Fabricação de produtos químicos","84906","Mil Reais"
"UF","53","Distrito Federal","2014","24 Metalurgia","107276","Mil Reais"
"UF","53","Distrito Federal","2014","29 Fabricação de veículos automotores, reboques e carrocerias","8566","Mil Reais"
"UF","53","Distrito Federal","2015","Total","7060766","Mil Reais"
"UF","53","Distrito Federal","2015","B Indústrias extrativas","24415","Mil Reais"
"UF","53","Distrito Federal","2015","C Indústrias de transformação","7036351","Mil Reais"
"UF","53","Distrito Federal","2015","10 Fabricação de produtos alimentícios","2177285","Mil Reais"
"UF","53","Distrito Federal","2015","20 Fabricação de produtos químicos","89161","Mil Reais"
"UF","53","Distrito Federal","2015","24 Metalurgia","90960","Mil Reais"
"UF","53","Distrito Federal","2015","29 Fabricação de veículos automotores, reboques e carrocerias","10775","Mil Reais"
"UF","53","Distrito Federal","2016","Total","6676558","Mil Reais"
"UF","53","Distrito Federal","2016","B Indústrias extrativas","35814","Mil Reais"
"UF","53","Distrito Federal","2016","C Indústrias de transformação","6640744","Mil Reais"
"UF","53","Distrito Federal","2016","10 Fabricação de produtos alimentícios","2144909","Mil Reais"
"UF","53","Distrito Federal","2016","20 Fabricação de produtos químicos","37460","Mil Reais"
"UF","53","Distrito Federal","2016","24 Metalurgia","85432","Mil Reais"
"UF","53","Distrito Federal","2016","29 Fabricação de veículos automotores, reboques e carrocerias","2476","Mil Reais"
"UF","53","Distrito Federal","2017","Total","5995531","Mil Reais"
"UF","53","Distrito Federal","2017","B Indústrias extrativas","15453","Mil Reais"
"UF","53","Distrito Federal","2017","C Indústrias de transformação","5980078","Mil Reais"
"UF","53","Distrito Federal","2017","10 Fabricação de produtos alimentícios","1752493","Mil Reais"
"UF","53","Distrito Federal","2017","20 Fabricação de produtos químicos","48665","Mil Reais"
"UF","53","Distrito Federal","2017","24 Metalurgia","107879","Mil Reais"
"UF","53","Distrito Federal","2017","29 Fabricação de veículos automotores, reboques e carrocerias","7987","Mil Reais"
"UF","53","Distrito Federal","2018","Total","6516482","Mil Reais"
"UF","53","Distrito Federal","2018","B Indústrias extrativas","31724","Mil Reais"
"UF","53","Distrito Federal","2018","C Indústrias de transformação","6484758","Mil Reais"
"UF","53","Distrito Federal","2018","10 Fabricação de produtos alimentícios","2088106","Mil Reais"
"UF","53","Distrito Federal","2018","20 Fabricação de produtos químicos","66280","Mil Reais"
"UF","53","Distrito Federal","2018","24 Metalurgia","124335","Mil Reais"
"UF","53","Distrito Federal","2018","29 Fabricação de veículos automotores, reboques e carrocerias","9230","Mil Reais"
"UF","53","Distrito Federal","2019","Total","5581123","Mil Reais"
"UF","53","Distrito Federal","2019","B Indústrias extrativas","35147","Mil Reais"
"UF","53","Distrito Federal","2019","C Indústrias de transformação","5545976","Mil Reais"
"UF","53","Distrito Federal","2019","10 Fabricação de produtos alimentícios","1907839","Mil Reais"
"UF","53","Distrito Federal","2019","20 Fabricação de produtos químicos","90699","Mil Reais"
"UF","53","Distrito Federal","2019","24 Metalurgia","141660","Mil Reais"
"UF","53","Distrito Federal","2019","29 Fabricação de veículos automotores, reboques e carrocerias","10154","Mil Reais"
"UF","53","Distrito Federal","2020","Total","8386545","Mil Reais"
"UF","53","Distrito Federal","2020","B Indústrias extrativas","17943","Mil Reais"
"UF","53","Distrito Federal","2020","C Indústrias de transformação","8368602","Mil Reais"
"UF","53","Distrito Federal","2020","10 Fabricação de produtos alimentícios","3852723","Mil Reais"
"UF","53","Distrito Federal","2020","20 Fabricação de produtos químicos","97448","Mil Reais"
"UF","53","Distrito Federal","2020","24 Metalurgia","167744","Mil Reais"
"UF","53","Distrito Federal","2020","29 Fabricação de veículos automotores, reboques e carrocerias","18509","Mil Reais"
"UF","53","Distrito Federal","2021","Total","10163666","Mil Reais"
"UF","53","Distrito Federal","2021","B Indústrias extrativas","57840","Mil Reais"
"UF","53","Distrito Federal","2021","C Indústrias de transformação","10105826","Mil Reais"
"UF","53","Distrito Federal","2021","10 Fabricação de produtos alimentícios","4711960","Mil Reais"
"UF","53","Distrito Federal","2021","20 Fabricação de produtos químicos","170631","Mil Reais"
"UF","53","Distrito Federal","2021","24 Metalurgia","163587","Mil Reais"
"UF","53","Distrito Federal","2021","29 Fabricação de veículos automotores, reboques e carrocerias","12972","Mil Reais"
"UF","53","Distrito Federal","2022","Total","11762334","Mil Reais"
"UF","53","Distrito Federal","2022","B Indústrias extrativas","78909","Mil Reais"
"UF","53","Distrito Federal","2022","C Indústrias de transformação","11683425","Mil Reais"
"UF","53","Distrito Federal","2022","10 Fabricação de produtos alimentícios","4888518","Mil Reais"
"UF","53","Distrito Federal","2022","20 Fabricação de produtos químicos","120581","Mil Reais"
"UF","53","Distrito Federal","2022","24 Metalurgia","203060","Mil Reais"
"UF","53","Distrito Federal","2022","29 Fabricação de veículos automotores, reboques e carrocerias","15593","Mil Reais"
"UF","53","Distrito Federal","2023","Total","10739135","Mil Reais"
"UF","53","Distrito Federal","2023","B Indústrias extrativas","67342","Mil Reais"
"UF","53","Distrito Federal","2023","C Indústrias de transformação","10671793","Mil Reais"
"UF","53","Distrito Federal","2023","10 Fabricação de produtos alimentícios","3018319","Mil Reais"
"UF","53","Distrito Federal","2023","20 Fabricação de produtos químicos","113245","Mil Reais"
"UF","53","Distrito Federal","2023","24 Metalurgia","179125","Mil Reais"
"UF","53","Distrito Federal","2023","29 Fabricação de veículos automotores, reboques e carrocerias","12390","Mil Reais"
"Fonte: IBGE - Pesquisa Industrial Anual - Empresa"

"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Receita líquida de vendas de atividades industriais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","11","Rondônia","2007","Total","2564177","Mil Reais"
"UF","11","Rondônia","2007","B Indústrias extrativas","111051","Mil Reais"
"UF","11","Rondônia","2007","C Indústrias de transformação","2453127","Mil Reais"
"UF","11","Rondônia","2007","10 Fabricação de produtos alimentícios","1666300","Mil Reais"
"UF","11","Rondônia","2007","20 Fabricação de produtos químicos","16137","Mil Reais"
"UF","11","Rondônia","2007","24 Metalurgia","79444","Mil Reais"
"UF","11","Rondônia","2007","29 Fabricação de veículos automotores, reboques e carrocerias","4880","Mil Reais"
"UF","11","Rondônia","2008","Total","3250280","Mil Reais"
"UF","11","Rondônia","2008","B Indústrias extrativas","147559","Mil Reais"
"UF","11","Rondônia","2008","C Indústrias de transformação","3102720","Mil Reais"
"UF","11","Rondônia","2008","10 Fabricação de produtos alimentícios","2151937","Mil Reais"
"UF","11","Rondônia","2008","20 Fabricação de produtos químicos","17481","Mil Reais"
"UF","11","Rondônia","2008","24 Metalurgia","100177","Mil Reais"
"UF","11","Rondônia","2008","29 Fabricação de veículos automotores, reboques e carrocerias","8374","Mil Reais"
"UF","11","Rondônia","2009","Total","3488480","Mil Reais"
"UF","11","Rondônia","2009","B Indústrias extrativas","152665","Mil Reais"
"UF","11","Rondônia","2009","C Indústrias de transformação","3335816","Mil Reais"
"UF","11","Rondônia","2009","10 Fabricação de produtos alimentícios","2541295","Mil Reais"
"UF","11","Rondônia","2009","20 Fabricação de produtos químicos","26919","Mil Reais"
"UF","11","Rondônia","2009","24 Metalurgia","91540","Mil Reais"
"UF","11","Rondônia","2009","29 Fabricação de veículos automotores, reboques e carrocerias","11921","Mil Reais"
"UF","11","Rondônia","2010","Total","4482661","Mil Reais"
"UF","11","Rondônia","2010","B Indústrias extrativas","157141","Mil Reais"
"UF","11","Rondônia","2010","C Indústrias de transformação","4325520","Mil Reais"
"UF","11","Rondônia","2010","10 Fabricação de produtos alimentícios","2866113","Mil Reais"
"UF","11","Rondônia","2010","20 Fabricação de produtos químicos","39042","Mil Reais"
"UF","11","Rondônia","2010","24 Metalurgia","114799","Mil Reais"
"UF","11","Rondônia","2010","29 Fabricação de veículos automotores, reboques e carrocerias","18489","Mil Reais"
"UF","11","Rondônia","2011","Total","6366568","Mil Reais"
"UF","11","Rondônia","2011","B Indústrias extrativas","347919","Mil Reais"
"UF","11","Rondônia","2011","C Indústrias de transformação","6018649","Mil Reais"
"UF","11","Rondônia","2011","10 Fabricação de produtos alimentícios","4193891","Mil Reais"
"UF","11","Rondônia","2011","20 Fabricação de produtos químicos","30218","Mil Reais"
"UF","11","Rondônia","2011","24 Metalurgia","203939","Mil Reais"
"UF","11","Rondônia","2011","29 Fabricação de veículos automotores, reboques e carrocerias","27623","Mil Reais"
"UF","11","Rondônia","2012","Total","6502619","Mil Reais"
"UF","11","Rondônia","2012","B Indústrias extrativas","406959","Mil Reais"
"UF","11","Rondônia","2012","C Indústrias de transformação","6095660","Mil Reais"
"UF","11","Rondônia","2012","10 Fabricação de produtos alimentícios","4330422","Mil Reais"
"UF","11","Rondônia","2012","20 Fabricação de produtos químicos","55938","Mil Reais"
"UF","11","Rondônia","2012","24 Metalurgia","209264","Mil Reais"
"UF","11","Rondônia","2012","29 Fabricação de veículos automotores, reboques e carrocerias","21820","Mil Reais"
"UF","11","Rondônia","2013","Total","7980422","Mil Reais"
"UF","11","Rondônia","2013","B Indústrias extrativas","300047","Mil Reais"
"UF","11","Rondônia","2013","C Indústrias de transformação","7680375","Mil Reais"
"UF","11","Rondônia","2013","10 Fabricação de produtos alimentícios","5710118","Mil Reais"
"UF","11","Rondônia","2013","20 Fabricação de produtos químicos","41328","Mil Reais"
"UF","11","Rondônia","2013","24 Metalurgia","228745","Mil Reais"
"UF","11","Rondônia","2013","29 Fabricação de veículos automotores, reboques e carrocerias","22149","Mil Reais"
"UF","11","Rondônia","2014","Total","8400437","Mil Reais"
"UF","11","Rondônia","2014","B Indústrias extrativas","213788","Mil Reais"
"UF","11","Rondônia","2014","C Indústrias de transformação","8186649","Mil Reais"
"UF","11","Rondônia","2014","10 Fabricação de produtos alimentícios","6176063","Mil Reais"
"UF","11","Rondônia","2014","20 Fabricação de produtos químicos","40717","Mil Reais"
"UF","11","Rondônia","2014","24 Metalurgia","186944","Mil Reais"
"UF","11","Rondônia","2014","29 Fabricação de veículos automotores, reboques e carrocerias","33034","Mil Reais"
"UF","11","Rondônia","2015","Total","8992952","Mil Reais"
"UF","11","Rondônia","2015","B Indústrias extrativas","273112","Mil Reais"
"UF","11","Rondônia","2015","C Indústrias de transformação","8719840","Mil Reais"
"UF","11","Rondônia","2015","10 Fabricação de produtos alimentícios","6858174","Mil Reais"
"UF","11","Rondônia","2015","20 Fabricação de produtos químicos","56408","Mil Reais"
"UF","11","Rondônia","2015","24 Metalurgia","212583","Mil Reais"
"UF","11","Rondônia","2015","29 Fabricação de veículos automotores, reboques e carrocerias","21637","Mil Reais"
"UF","11","Rondônia","2016","Total","9702471","Mil Reais"
"UF","11","Rondônia","2016","B Indústrias extrativas","227091","Mil Reais"
"UF","11","Rondônia","2016","C Indústrias de transformação","9475380","Mil Reais"
"UF","11","Rondônia","2016","10 Fabricação de produtos alimentícios","7615371","Mil Reais"
"UF","11","Rondônia","2016","20 Fabricação de produtos químicos","42860","Mil Reais"
"UF","11","Rondônia","2016","24 Metalurgia","236464","Mil Reais"
"UF","11","Rondônia","2016","29 Fabricação de veículos automotores, reboques e carrocerias","23250","Mil Reais"
"UF","11","Rondônia","2017","Total","9339814","Mil Reais"
"UF","11","Rondônia","2017","B Indústrias extrativas","245783","Mil Reais"
"UF","11","Rondônia","2017","C Indústrias de transformação","9094031","Mil Reais"
"UF","11","Rondônia","2017","10 Fabricação de produtos alimentícios","7354357","Mil Reais"
"UF","11","Rondônia","2017","20 Fabricação de produtos químicos","45049","Mil Reais"
"UF","11","Rondônia","2017","24 Metalurgia","291239","Mil Reais"
"UF","11","Rondônia","2017","29 Fabricação de veículos automotores, reboques e carrocerias","26651","Mil Reais"
"UF","11","Rondônia","2018","Total","9706815","Mil Reais"
"UF","11","Rondônia","2018","B Indústrias extrativas","444719","Mil Reais"
"UF","11","Rondônia","2018","C Indústrias de transformação","9262096","Mil Reais"
"UF","11","Rondônia","2018","10 Fabricação de produtos alimentícios","7362602","Mil Reais"
"UF","11","Rondônia","2018","20 Fabricação de produtos químicos","42601","Mil Reais"
"UF","11","Rondônia","2018","24 Metalurgia","341641","Mil Reais"
"UF","11","Rondônia","2018","29 Fabricação de veículos automotores, reboques e carrocerias","19168","Mil Reais"
"UF","11","Rondônia","2019","Total","10213166","Mil Reais"
"UF","11","Rondônia","2019","B Indústrias extrativas","456553","Mil Reais"
"UF","11","Rondônia","2019","C Indústrias de transformação","9756613","Mil Reais"
"UF","11","Rondônia","2019","10 Fabricação de produtos alimentícios","7883964","Mil Reais"
"UF","11","Rondônia","2019","20 Fabricação de produtos químicos","35766","Mil Reais"
"UF","11","Rondônia","2019","24 Metalurgia","328356","Mil Reais"
"UF","11","Rondônia","2019","29 Fabricação de veículos automotores, reboques e carrocerias","19419","Mil Reais"
"UF","11","Rondônia","2020","Total","12603360","Mil Reais"
"UF","11","Rondônia","2020","B Indústrias extrativas","352758","Mil Reais"
"UF","11","Rondônia","2020","C Indústrias de transformação","12250602","Mil Reais"
"UF","11","Rondônia","2020","10 Fabricação de produtos alimentícios","10099752","Mil Reais"
"UF","11","Rondônia","2020","20 Fabricação de produtos químicos","48850","Mil Reais"
"UF","11","Rondônia","2020","24 Metalurgia","426633","Mil Reais"
"UF","11","Rondônia","2020","29 Fabricação de veículos automotores, reboques e carrocerias","20526","Mil Reais"
"UF","11","Rondônia","2021","Total","15533488","Mil Reais"
"UF","11","Rondônia","2021","B Indústrias extrativas","1011305","Mil Reais"
"UF","11","Rondônia","2021","C Indústrias de transformação","14522183","Mil Reais"
"UF","11","Rondônia","2021","10 Fabricação de produtos alimentícios","11397106","Mil Reais"
"UF","11","Rondônia","2021","20 Fabricação de produtos químicos","51576","Mil Reais"
"UF","11","Rondônia","2021","24 Metalurgia","866721","Mil Reais"
"UF","11","Rondônia","2021","29 Fabricação de veículos automotores, reboques e carrocerias","21456","Mil Reais"
"UF","11","Rondônia","2022","Total","17938779","Mil Reais"
"UF","11","Rondônia","2022","B Indústrias extrativas","1494125","Mil Reais"
"UF","11","Rondônia","2022","C Indústrias de transformação","16444654","Mil Reais"
"UF","11","Rondônia","2022","10 Fabricação de produtos alimentícios","12720485","Mil Reais"
"UF","11","Rondônia","2022","20 Fabricação de produtos químicos","90814","Mil Reais"
"UF","11","Rondônia","2022","24 Metalurgia","1002457","Mil Reais"
"UF","11","Rondônia","2022","29 Fabricação de veículos automotores, reboques e carrocerias","43743","Mil Reais"
"UF","11","Rondônia","2023","Total","18282126","Mil Reais"
"UF","11","Rondônia","2023","B Indústrias extrativas","993254","Mil Reais"
"UF","11","Rondônia","2023","C Indústrias de transformação","17288872","Mil Reais"
"UF","11","Rondônia","2023","10 Fabricação de produtos alimentícios","13550509","Mil Reais"
"UF","11","Rondônia","2023","20 Fabricação de produtos químicos","98055","Mil Reais"
"UF","11","Rondônia","2023","24 Metalurgia","724306","Mil Reais"
"UF","11","Rondônia","2023","29 Fabricação de veículos automotores, reboques e carrocerias","44779","Mil Reais"
"UF","12","Acre","2007","Total","312682","Mil Reais"
"UF","12","Acre","2007","B Indústrias extrativas","3260","Mil Reais"
"UF","12","Acre","2007","C Indústrias de transformação","309422","Mil Reais"
"UF","12","Acre","2007","10 Fabricação de produtos alimentícios","130437","Mil Reais"
"UF","12","Acre","2007","20 Fabricação de produtos químicos","1496","Mil Reais"
"UF","12","Acre","2007","24 Metalurgia","-","Mil Reais"
