"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","14","Roraima","2008","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2008","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2009","Total","103","Unidades"
"UF","14","Roraima","2009","B Indústrias extrativas","3","Unidades"
"UF","14","Roraima","2009","C Indústrias de transformação","100","Unidades"
"UF","14","Roraima","2009","10 Fabricação de produtos alimentícios","37","Unidades"
"UF","14","Roraima","2009","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2009","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2009","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2010","Total","90","Unidades"
"UF","14","Roraima","2010","B Indústrias extrativas","2","Unidades"
"UF","14","Roraima","2010","C Indústrias de transformação","88","Unidades"
"UF","14","Roraima","2010","10 Fabricação de produtos alimentícios","26","Unidades"
"UF","14","Roraima","2010","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2010","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2010","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2011","Total","121","Unidades"
"UF","14","Roraima","2011","B Indústrias extrativas","3","Unidades"
"UF","14","Roraima","2011","C Indústrias de transformação","118","Unidades"
"UF","14","Roraima","2011","10 Fabricação de produtos alimentícios","32","Unidades"
"UF","14","Roraima","2011","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2011","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2011","29 Fabricação de veículos automotores, reboques e carrocerias","2","Unidades"
"UF","14","Roraima","2012","Total","100","Unidades"
"UF","14","Roraima","2012","B Indústrias extrativas","3","Unidades"
"UF","14","Roraima","2012","C Indústrias de transformação","97","Unidades"
"UF","14","Roraima","2012","10 Fabricação de produtos alimentícios","29","Unidades"
"UF","14","Roraima","2012","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2012","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2012","29 Fabricação de veículos automotores, reboques e carrocerias","1","Unidades"
"UF","14","Roraima","2013","Total","124","Unidades"
"UF","14","Roraima","2013","B Indústrias extrativas","5","Unidades"
"UF","14","Roraima","2013","C Indústrias de transformação","119","Unidades"
"UF","14","Roraima","2013","10 Fabricação de produtos alimentícios","30","Unidades"
"UF","14","Roraima","2013","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2013","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2013","29 Fabricação de veículos automotores, reboques e carrocerias","3","Unidades"
"UF","14","Roraima","2014","Total","141","Unidades"
"UF","14","Roraima","2014","B Indústrias extrativas","3","Unidades"
"UF","14","Roraima","2014","C Indústrias de transformação","138","Unidades"
"UF","14","Roraima","2014","10 Fabricação de produtos alimentícios","39","Unidades"
"UF","14","Roraima","2014","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2014","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2014","29 Fabricação de veículos automotores, reboques e carrocerias","3","Unidades"
"UF","14","Roraima","2015","Total","141","Unidades"
"UF","14","Roraima","2015","B Indústrias extrativas","6","Unidades"
"UF","14","Roraima","2015","C Indústrias de transformação","135","Unidades"
"UF","14","Roraima","2015","10 Fabricação de produtos alimentícios","43","Unidades"
"UF","14","Roraima","2015","20 Fabricação de produtos químicos","3","Unidades"
"UF","14","Roraima","2015","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2015","29 Fabricação de veículos automotores, reboques e carrocerias","2","Unidades"
"UF","14","Roraima","2016","Total","155","Unidades"
"UF","14","Roraima","2016","B Indústrias extrativas","6","Unidades"
"UF","14","Roraima","2016","C Indústrias de transformação","149","Unidades"
"UF","14","Roraima","2016","10 Fabricação de produtos alimentícios","50","Unidades"
"UF","14","Roraima","2016","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2016","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2016","29 Fabricação de veículos automotores, reboques e carrocerias","2","Unidades"
"UF","14","Roraima","2017","Total","135","Unidades"
"UF","14","Roraima","2017","B Indústrias extrativas","9","Unidades"
"UF","14","Roraima","2017","C Indústrias de transformação","126","Unidades"
"UF","14","Roraima","2017","10 Fabricação de produtos alimentícios","42","Unidades"
"UF","14","Roraima","2017","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2017","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2017","29 Fabricação de veículos automotores, reboques e carrocerias","2","Unidades"
"UF","14","Roraima","2018","Total","141","Unidades"
"UF","14","Roraima","2018","B Indústrias extrativas","5","Unidades"
"UF","14","Roraima","2018","C Indústrias de transformação","136","Unidades"
"UF","14","Roraima","2018","10 Fabricação de produtos alimentícios","45","Unidades"
"UF","14","Roraima","2018","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2018","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2018","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2019","Total","133","Unidades"
"UF","14","Roraima","2019","B Indústrias extrativas","4","Unidades"
"UF","14","Roraima","2019","C Indústrias de transformação","129","Unidades"
"UF","14","Roraima","2019","10 Fabricação de produtos alimentícios","58","Unidades"
"UF","14","Roraima","2019","20 Fabricação de produtos químicos","-","Unidades"
"UF","14","Roraima","2019","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2019","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2020","Total","146","Unidades"
"UF","14","Roraima","2020","B Indústrias extrativas","4","Unidades"
"UF","14","Roraima","2020","C Indústrias de transformação","142","Unidades"
"UF","14","Roraima","2020","10 Fabricação de produtos alimentícios","52","Unidades"
"UF","14","Roraima","2020","20 Fabricação de produtos químicos","1","Unidades"
"UF","14","Roraima","2020","24 Metalurgia","1","Unidades"
"UF","14","Roraima","2020","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2021","Total","121","Unidades"
"UF","14","Roraima","2021","B Indústrias extrativas","4","Unidades"
"UF","14","Roraima","2021","C Indústrias de transformação","117","Unidades"
"UF","14","Roraima","2021","10 Fabricação de produtos alimentícios","38","Unidades"
"UF","14","Roraima","2021","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2021","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2021","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2022","Total","140","Unidades"
"UF","14","Roraima","2022","B Indústrias extrativas","6","Unidades"
"UF","14","Roraima","2022","C Indústrias de transformação","134","Unidades"
"UF","14","Roraima","2022","10 Fabricação de produtos alimentícios","59","Unidades"
"UF","14","Roraima","2022","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2022","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2022","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","14","Roraima","2023","Total","146","Unidades"
"UF","14","Roraima","2023","B Indústrias extrativas","6","Unidades"
"UF","14","Roraima","2023","C Indústrias de transformação","140","Unidades"
"UF","14","Roraima","2023","10 Fabricação de produtos alimentícios","38","Unidades"
"UF","14","Roraima","2023","20 Fabricação de produtos químicos","2","Unidades"
"UF","14","Roraima","2023","24 Metalurgia","-","Unidades"
"UF","14","Roraima","2023","29 Fabricação de veículos automotores, reboques e carrocerias","-","Unidades"
"UF","15","Pará","2007","Total","2175","Unidades"
"UF","15","Pará","2007","B Indústrias extrativas","40","Unidades"
"UF","15","Pará","2007","C Indústrias de transformação","2135","Unidades"
"UF","15","Pará","2007","10 Fabricação de produtos alimentícios","460","Unidades"
"UF","15","Pará","2007","20 Fabricação de produtos químicos","72","Unidades"
"UF","15","Pará","2007","24 Metalurgia","30","Unidades"
"UF","15","Pará","2007","29 Fabricação de veículos automotores, reboques e carrocerias","26","Unidades"
"UF","15","Pará","2008","Total","2378","Unidades"
"UF","15","Pará","2008","B Indústrias extrativas","46","Unidades"
"UF","15","Pará","2008","C Indústrias de transformação","2332","Unidades"
"UF","15","Pará","2008","10 Fabricação de produtos alimentícios","759","Unidades"
"UF","15","Pará","2008","20 Fabricação de produtos químicos","35","Unidades"
"UF","15","Pará","2008","24 Metalurgia","40","Unidades"
"UF","15","Pará","2008","29 Fabricação de veículos automotores, reboques e carrocerias","38","Unidades"
"UF","15","Pará","2009","Total","2021","Unidades"
"UF","15","Pará","2009","B Indústrias extrativas","45","Unidades"
"UF","15","Pará","2009","C Indústrias de transformação","1977","Unidades"
"UF","15","Pará","2009","10 Fabricação de produtos alimentícios","495","Unidades"
"UF","15","Pará","2009","20 Fabricação de produtos químicos","61","Unidades"
"UF","15","Pará","2009","24 Metalurgia","27","Unidades"
"UF","15","Pará","2009","29 Fabricação de veículos automotores, reboques e carrocerias","37","Unidades"
"UF","15","Pará","2010","Total","2039","Unidades"
"UF","15","Pará","2010","B Indústrias extrativas","53","Unidades"
"UF","15","Pará","2010","C Indústrias de transformação","1986","Unidades"
"UF","15","Pará","2010","10 Fabricação de produtos alimentícios","519","Unidades"
"UF","15","Pará","2010","20 Fabricação de produtos químicos","52","Unidades"
"UF","15","Pará","2010","24 Metalurgia","19","Unidades"
"UF","15","Pará","2010","29 Fabricação de veículos automotores, reboques e carrocerias","34","Unidades"
"UF","15","Pará","2011","Total","2110","Unidades"
"UF","15","Pará","2011","B Indústrias extrativas","69","Unidades"
"UF","15","Pará","2011","C Indústrias de transformação","2041","Unidades"
"UF","15","Pará","2011","10 Fabricação de produtos alimentícios","455","Unidades"
"UF","15","Pará","2011","20 Fabricação de produtos químicos","52","Unidades"
"UF","15","Pará","2011","24 Metalurgia","19","Unidades"
"UF","15","Pará","2011","29 Fabricação de veículos automotores, reboques e carrocerias","27","Unidades"
"UF","15","Pará","2012","Total","2022","Unidades"
"UF","15","Pará","2012","B Indústrias extrativas","63","Unidades"
"UF","15","Pará","2012","C Indústrias de transformação","1959","Unidades"
"UF","15","Pará","2012","10 Fabricação de produtos alimentícios","355","Unidades"
"UF","15","Pará","2012","20 Fabricação de produtos químicos","52","Unidades"
"UF","15","Pará","2012","24 Metalurgia","23","Unidades"
"UF","15","Pará","2012","29 Fabricação de veículos automotores, reboques e carrocerias","31","Unidades"
"UF","15","Pará","2013","Total","2197","Unidades"
"UF","15","Pará","2013","B Indústrias extrativas","68","Unidades"
"UF","15","Pará","2013","C Indústrias de transformação","2129","Unidades"
"UF","15","Pará","2013","10 Fabricação de produtos alimentícios","449","Unidades"
"UF","15","Pará","2013","20 Fabricação de produtos químicos","64","Unidades"
"UF","15","Pará","2013","24 Metalurgia","25","Unidades"
"UF","15","Pará","2013","29 Fabricação de veículos automotores, reboques e carrocerias","44","Unidades"
"UF","15","Pará","2014","Total","2346","Unidades"
"UF","15","Pará","2014","B Indústrias extrativas","83","Unidades"
"UF","15","Pará","2014","C Indústrias de transformação","2263","Unidades"
"UF","15","Pará","2014","10 Fabricação de produtos alimentícios","558","Unidades"
"UF","15","Pará","2014","20 Fabricação de produtos químicos","64","Unidades"
"UF","15","Pará","2014","24 Metalurgia","27","Unidades"
"UF","15","Pará","2014","29 Fabricação de veículos automotores, reboques e carrocerias","47","Unidades"
"UF","15","Pará","2015","Total","2233","Unidades"
"UF","15","Pará","2015","B Indústrias extrativas","68","Unidades"
"UF","15","Pará","2015","C Indústrias de transformação","2165","Unidades"
"UF","15","Pará","2015","10 Fabricação de produtos alimentícios","586","Unidades"
"UF","15","Pará","2015","20 Fabricação de produtos químicos","58","Unidades"
"UF","15","Pará","2015","24 Metalurgia","25","Unidades"
"UF","15","Pará","2015","29 Fabricação de veículos automotores, reboques e carrocerias","40","Unidades"
"UF","15","Pará","2016","Total","1968","Unidades"
"UF","15","Pará","2016","B Indústrias extrativas","74","Unidades"
"UF","15","Pará","2016","C Indústrias de transformação","1894","Unidades"
"UF","15","Pará","2016","10 Fabricação de produtos alimentícios","601","Unidades"
"UF","15","Pará","2016","20 Fabricação de produtos químicos","60","Unidades"
"UF","15","Pará","2016","24 Metalurgia","23","Unidades"
"UF","15","Pará","2016","29 Fabricação de veículos automotores, reboques e carrocerias","44","Unidades"
"UF","15","Pará","2017","Total","1997","Unidades"
"UF","15","Pará","2017","B Indústrias extrativas","84","Unidades"
"UF","15","Pará","2017","C Indústrias de transformação","1913","Unidades"
"UF","15","Pará","2017","10 Fabricação de produtos alimentícios","620","Unidades"
"UF","15","Pará","2017","20 Fabricação de produtos químicos","53","Unidades"
"UF","15","Pará","2017","24 Metalurgia","18","Unidades"
"UF","15","Pará","2017","29 Fabricação de veículos automotores, reboques e carrocerias","31","Unidades"
"UF","15","Pará","2018","Total","1929","Unidades"
"UF","15","Pará","2018","B Indústrias extrativas","67","Unidades"
"UF","15","Pará","2018","C Indústrias de transformação","1862","Unidades"
"UF","15","Pará","2018","10 Fabricação de produtos alimentícios","567","Unidades"
"UF","15","Pará","2018","20 Fabricação de produtos químicos","55","Unidades"
"UF","15","Pará","2018","24 Metalurgia","15","Unidades"
"UF","15","Pará","2018","29 Fabricação de veículos automotores, reboques e carrocerias","29","Unidades"
"UF","15","Pará","2019","Total","1376","Unidades"
"UF","15","Pará","2019","B Indústrias extrativas","69","Unidades"
"UF","15","Pará","2019","C Indústrias de transformação","1307","Unidades"
"UF","15","Pará","2019","10 Fabricação de produtos alimentícios","249","Unidades"
"UF","15","Pará","2019","20 Fabricação de produtos químicos","58","Unidades"
"UF","15","Pará","2019","24 Metalurgia","14","Unidades"
"UF","15","Pará","2019","29 Fabricação de veículos automotores, reboques e carrocerias","37","Unidades"
"UF","15","Pará","2020","Total","1543","Unidades"
"UF","15","Pará","2020","B Indústrias extrativas","58","Unidades"
"UF","15","Pará","2020","C Indústrias de transformação","1485","Unidades"
"UF","15","Pará","2020","10 Fabricação de produtos alimentícios","361","Unidades"
"UF","15","Pará","2020","20 Fabricação de produtos químicos","53","Unidades"
"UF","15","Pará","2020","24 Metalurgia","19","Unidades"
"UF","15","Pará","2020","29 Fabricação de veículos automotores, reboques e carrocerias","29","Unidades"
"UF","15","Pará","2021","Total","2075","Unidades"
"UF","15","Pará","2021","B Indústrias extrativas","75","Unidades"
"UF","15","Pará","2021","C Indústrias de transformação","2000","Unidades"
"UF","15","Pará","2021","10 Fabricação de produtos alimentícios","608","Unidades"
