UF,Cód_IBGE,Ano,Setor,Valor,Variável
Paraíba,25,2013,C Indústrias de transformação,4457922.0,Valor da transformação industrial
Paraíba,25,2013,10 Fabricação de produtos alimentícios,658186.0,Valor da transformação industrial
Paraíba,25,2013,20 Fabricação de produtos químicos,55777.0,Valor da transformação industrial
Paraíba,25,2013,24 Metalurgia,13765.0,Valor da transformação industrial
Paraíba,25,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",4970.0,Valor da transformação industrial
Paraíba,25,2014,Total,4721570.0,Valor da transformação industrial
Paraíba,25,2014,B Indústrias extrativas,230569.0,Valor da transformação industrial
Paraíba,25,2014,C Indústrias de transformação,4491001.0,Valor da transformação industrial
Paraíba,25,2014,10 Fabricação de produtos alimentícios,799270.0,Valor da transformação industrial
Paraíba,25,2014,20 Fabricação de produtos químicos,65000.0,Valor da transformação industrial
Paraíba,25,2014,24 Metalurgia,12010.0,Valor da transformação industrial
Paraíba,25,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",6028.0,Valor da transformação industrial
Paraíba,25,2015,Total,4578223.0,Valor da transformação industrial
Paraíba,25,2015,B Indústrias extrativas,250486.0,Valor da transformação industrial
Paraíba,25,2015,C Indústrias de transformação,4327737.0,Valor da transformação industrial
Paraíba,25,2015,10 Fabricação de produtos alimentícios,809063.0,Valor da transformação industrial
Paraíba,25,2015,20 Fabricação de produtos químicos,71182.0,Valor da transformação industrial
Paraíba,25,2015,24 Metalurgia,9127.0,Valor da transformação industrial
Paraíba,25,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",4423.0,Valor da transformação industrial
Paraíba,25,2016,Total,4615022.0,Valor da transformação industrial
Paraíba,25,2016,B Indústrias extrativas,270857.0,Valor da transformação industrial
Paraíba,25,2016,C Indústrias de transformação,4344165.0,Valor da transformação industrial
Paraíba,25,2016,10 Fabricação de produtos alimentícios,821026.0,Valor da transformação industrial
Paraíba,25,2016,20 Fabricação de produtos químicos,79620.0,Valor da transformação industrial
Paraíba,25,2016,24 Metalurgia,12070.0,Valor da transformação industrial
Paraíba,25,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",2454.0,Valor da transformação industrial
Paraíba,25,2017,Total,4431310.0,Valor da transformação industrial
Paraíba,25,2017,B Indústrias extrativas,107473.0,Valor da transformação industrial
Paraíba,25,2017,C Indústrias de transformação,4323837.0,Valor da transformação industrial
Paraíba,25,2017,10 Fabricação de produtos alimentícios,797377.0,Valor da transformação industrial
Paraíba,25,2017,20 Fabricação de produtos químicos,130831.0,Valor da transformação industrial
Paraíba,25,2017,24 Metalurgia,8310.0,Valor da transformação industrial
Paraíba,25,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",2555.0,Valor da transformação industrial
Paraíba,25,2018,Total,4699706.0,Valor da transformação industrial
Paraíba,25,2018,B Indústrias extrativas,131600.0,Valor da transformação industrial
Paraíba,25,2018,C Indústrias de transformação,4568106.0,Valor da transformação industrial
Paraíba,25,2018,10 Fabricação de produtos alimentícios,656672.0,Valor da transformação industrial
Paraíba,25,2018,20 Fabricação de produtos químicos,160175.0,Valor da transformação industrial
Paraíba,25,2018,24 Metalurgia,14388.0,Valor da transformação industrial
Paraíba,25,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",2057.0,Valor da transformação industrial
Paraíba,25,2019,Total,4695890.0,Valor da transformação industrial
Paraíba,25,2019,B Indústrias extrativas,128226.0,Valor da transformação industrial
Paraíba,25,2019,C Indústrias de transformação,4567664.0,Valor da transformação industrial
Paraíba,25,2019,10 Fabricação de produtos alimentícios,707108.0,Valor da transformação industrial
Paraíba,25,2019,20 Fabricação de produtos químicos,178544.0,Valor da transformação industrial
Paraíba,25,2019,24 Metalurgia,12481.0,Valor da transformação industrial
Paraíba,25,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",1869.0,Valor da transformação industrial
Paraíba,25,2020,Total,4926130.0,Valor da transformação industrial
Paraíba,25,2020,B Indústrias extrativas,128577.0,Valor da transformação industrial
Paraíba,25,2020,C Indústrias de transformação,4797553.0,Valor da transformação industrial
Paraíba,25,2020,10 Fabricação de produtos alimentícios,783992.0,Valor da transformação industrial
Paraíba,25,2020,20 Fabricação de produtos químicos,214870.0,Valor da transformação industrial
Paraíba,25,2020,24 Metalurgia,12724.0,Valor da transformação industrial
Paraíba,25,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",3297.0,Valor da transformação industrial
Paraíba,25,2021,Total,6113791.0,Valor da transformação industrial
Paraíba,25,2021,B Indústrias extrativas,164748.0,Valor da transformação industrial
Paraíba,25,2021,C Indústrias de transformação,5949043.0,Valor da transformação industrial
Paraíba,25,2021,10 Fabricação de produtos alimentícios,1085579.0,Valor da transformação industrial
Paraíba,25,2021,20 Fabricação de produtos químicos,253154.0,Valor da transformação industrial
Paraíba,25,2021,24 Metalurgia,10173.0,Valor da transformação industrial
Paraíba,25,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",1630.0,Valor da transformação industrial
Paraíba,25,2022,Total,6844485.0,Valor da transformação industrial
Paraíba,25,2022,B Indústrias extrativas,188334.0,Valor da transformação industrial
Paraíba,25,2022,C Indústrias de transformação,6656151.0,Valor da transformação industrial
Paraíba,25,2022,10 Fabricação de produtos alimentícios,1088649.0,Valor da transformação industrial
Paraíba,25,2022,20 Fabricação de produtos químicos,410660.0,Valor da transformação industrial
Paraíba,25,2022,24 Metalurgia,36371.0,Valor da transformação industrial
Paraíba,25,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",2751.0,Valor da transformação industrial
Paraíba,25,2023,Total,6952151.0,Valor da transformação industrial
Paraíba,25,2023,B Indústrias extrativas,369693.0,Valor da transformação industrial
Paraíba,25,2023,C Indústrias de transformação,6582458.0,Valor da transformação industrial
Paraíba,25,2023,10 Fabricação de produtos alimentícios,1326426.0,Valor da transformação industrial
Paraíba,25,2023,20 Fabricação de produtos químicos,405797.0,Valor da transformação industrial
Paraíba,25,2023,24 Metalurgia,63870.0,Valor da transformação industrial
Paraíba,25,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",9004.0,Valor da transformação industrial
Pernambuco,26,2007,Total,6933081.0,Valor da transformação industrial
Pernambuco,26,2007,B Indústrias extrativas,38920.0,Valor da transformação industrial
Pernambuco,26,2007,C Indústrias de transformação,6894161.0,Valor da transformação industrial
Pernambuco,26,2007,10 Fabricação de produtos alimentícios,1865152.0,Valor da transformação industrial
Pernambuco,26,2007,20 Fabricação de produtos químicos,1232407.0,Valor da transformação industrial
Pernambuco,26,2007,24 Metalurgia,459682.0,Valor da transformação industrial
Pernambuco,26,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",167308.0,Valor da transformação industrial
Pernambuco,26,2008,Total,8246293.0,Valor da transformação industrial
Pernambuco,26,2008,B Indústrias extrativas,53205.0,Valor da transformação industrial
Pernambuco,26,2008,C Indústrias de transformação,8193087.0,Valor da transformação industrial
Pernambuco,26,2008,10 Fabricação de produtos alimentícios,2296258.0,Valor da transformação industrial
Pernambuco,26,2008,20 Fabricação de produtos químicos,1139402.0,Valor da transformação industrial
Pernambuco,26,2008,24 Metalurgia,703975.0,Valor da transformação industrial
Pernambuco,26,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",181098.0,Valor da transformação industrial
Pernambuco,26,2009,Total,10107459.0,Valor da transformação industrial
Pernambuco,26,2009,B Indústrias extrativas,117175.0,Valor da transformação industrial
Pernambuco,26,2009,C Indústrias de transformação,9990283.0,Valor da transformação industrial
Pernambuco,26,2009,10 Fabricação de produtos alimentícios,3023749.0,Valor da transformação industrial
Pernambuco,26,2009,20 Fabricação de produtos químicos,1123745.0,Valor da transformação industrial
Pernambuco,26,2009,24 Metalurgia,652221.0,Valor da transformação industrial
Pernambuco,26,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",23407.0,Valor da transformação industrial
Pernambuco,26,2010,Total,12327542.0,Valor da transformação industrial
Pernambuco,26,2010,B Indústrias extrativas,257525.0,Valor da transformação industrial
Pernambuco,26,2010,C Indústrias de transformação,12070017.0,Valor da transformação industrial
Pernambuco,26,2010,10 Fabricação de produtos alimentícios,3491384.0,Valor da transformação industrial
Pernambuco,26,2010,20 Fabricação de produtos químicos,1389813.0,Valor da transformação industrial
Pernambuco,26,2010,24 Metalurgia,829929.0,Valor da transformação industrial
Pernambuco,26,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",41901.0,Valor da transformação industrial
Pernambuco,26,2011,Total,13662663.0,Valor da transformação industrial
Pernambuco,26,2011,B Indústrias extrativas,902492.0,Valor da transformação industrial
Pernambuco,26,2011,C Indústrias de transformação,12760171.0,Valor da transformação industrial
Pernambuco,26,2011,10 Fabricação de produtos alimentícios,3659640.0,Valor da transformação industrial
Pernambuco,26,2011,20 Fabricação de produtos químicos,1576371.0,Valor da transformação industrial
Pernambuco,26,2011,24 Metalurgia,889095.0,Valor da transformação industrial
Pernambuco,26,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",188387.0,Valor da transformação industrial
Pernambuco,26,2012,Total,17124421.0,Valor da transformação industrial
Pernambuco,26,2012,B Indústrias extrativas,1743013.0,Valor da transformação industrial
Pernambuco,26,2012,C Indústrias de transformação,15381408.0,Valor da transformação industrial
Pernambuco,26,2012,10 Fabricação de produtos alimentícios,4117388.0,Valor da transformação industrial
Pernambuco,26,2012,20 Fabricação de produtos químicos,1668577.0,Valor da transformação industrial
Pernambuco,26,2012,24 Metalurgia,889675.0,Valor da transformação industrial
Pernambuco,26,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",149654.0,Valor da transformação industrial
Pernambuco,26,2013,Total,16718308.0,Valor da transformação industrial
Pernambuco,26,2013,B Indústrias extrativas,213559.0,Valor da transformação industrial
Pernambuco,26,2013,C Indústrias de transformação,16504749.0,Valor da transformação industrial
Pernambuco,26,2013,10 Fabricação de produtos alimentícios,4214894.0,Valor da transformação industrial
Pernambuco,26,2013,20 Fabricação de produtos químicos,1854880.0,Valor da transformação industrial
Pernambuco,26,2013,24 Metalurgia,901314.0,Valor da transformação industrial
Pernambuco,26,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",256626.0,Valor da transformação industrial
Pernambuco,26,2014,Total,18405235.0,Valor da transformação industrial
Pernambuco,26,2014,B Indústrias extrativas,176332.0,Valor da transformação industrial
Pernambuco,26,2014,C Indústrias de transformação,18228903.0,Valor da transformação industrial
Pernambuco,26,2014,10 Fabricação de produtos alimentícios,4802034.0,Valor da transformação industrial
Pernambuco,26,2014,20 Fabricação de produtos químicos,2445288.0,Valor da transformação industrial
Pernambuco,26,2014,24 Metalurgia,1106729.0,Valor da transformação industrial
Pernambuco,26,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",674684.0,Valor da transformação industrial
Pernambuco,26,2015,Total,20372554.0,Valor da transformação industrial
Pernambuco,26,2015,B Indústrias extrativas,128967.0,Valor da transformação industrial
Pernambuco,26,2015,C Indústrias de transformação,20243587.0,Valor da transformação industrial
Pernambuco,26,2015,10 Fabricação de produtos alimentícios,5383666.0,Valor da transformação industrial
Pernambuco,26,2015,20 Fabricação de produtos químicos,2646998.0,Valor da transformação industrial
Pernambuco,26,2015,24 Metalurgia,733041.0,Valor da transformação industrial
Pernambuco,26,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",1190781.0,Valor da transformação industrial
Pernambuco,26,2016,Total,20999141.0,Valor da transformação industrial
Pernambuco,26,2016,B Indústrias extrativas,100470.0,Valor da transformação industrial
Pernambuco,26,2016,C Indústrias de transformação,20898671.0,Valor da transformação industrial
Pernambuco,26,2016,10 Fabricação de produtos alimentícios,5967926.0,Valor da transformação industrial
Pernambuco,26,2016,20 Fabricação de produtos químicos,2804047.0,Valor da transformação industrial
Pernambuco,26,2016,24 Metalurgia,758759.0,Valor da transformação industrial
Pernambuco,26,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",1743540.0,Valor da transformação industrial
Pernambuco,26,2017,Total,23402583.0,Valor da transformação industrial
Pernambuco,26,2017,B Indústrias extrativas,141718.0,Valor da transformação industrial
Pernambuco,26,2017,C Indústrias de transformação,23260865.0,Valor da transformação industrial
Pernambuco,26,2017,10 Fabricação de produtos alimentícios,6099139.0,Valor da transformação industrial
Pernambuco,26,2017,20 Fabricação de produtos químicos,2606519.0,Valor da transformação industrial
Pernambuco,26,2017,24 Metalurgia,1107772.0,Valor da transformação industrial
Pernambuco,26,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",2400846.0,Valor da transformação industrial
Pernambuco,26,2018,Total,27229923.0,Valor da transformação industrial
Pernambuco,26,2018,B Indústrias extrativas,94831.0,Valor da transformação industrial
Pernambuco,26,2018,C Indústrias de transformação,27135092.0,Valor da transformação industrial
Pernambuco,26,2018,10 Fabricação de produtos alimentícios,6363762.0,Valor da transformação industrial
Pernambuco,26,2018,20 Fabricação de produtos químicos,2891480.0,Valor da transformação industrial
Pernambuco,26,2018,24 Metalurgia,514845.0,Valor da transformação industrial
Pernambuco,26,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",3842444.0,Valor da transformação industrial
Pernambuco,26,2019,Total,29223468.0,Valor da transformação industrial
Pernambuco,26,2019,B Indústrias extrativas,159523.0,Valor da transformação industrial
Pernambuco,26,2019,C Indústrias de transformação,29063945.0,Valor da transformação industrial
Pernambuco,26,2019,10 Fabricação de produtos alimentícios,6196386.0,Valor da transformação industrial
Pernambuco,26,2019,20 Fabricação de produtos químicos,3213723.0,Valor da transformação industrial
Pernambuco,26,2019,24 Metalurgia,548166.0,Valor da transformação industrial
Pernambuco,26,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",5055984.0,Valor da transformação industrial
Pernambuco,26,2020,Total,29143490.0,Valor da transformação industrial
Pernambuco,26,2020,B Indústrias extrativas,146402.0,Valor da transformação industrial
Pernambuco,26,2020,C Indústrias de transformação,28997088.0,Valor da transformação industrial
Pernambuco,26,2020,10 Fabricação de produtos alimentícios,7490973.0,Valor da transformação industrial
Pernambuco,26,2020,20 Fabricação de produtos químicos,3384517.0,Valor da transformação industrial
Pernambuco,26,2020,24 Metalurgia,912758.0,Valor da transformação industrial
Pernambuco,26,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",3593167.0,Valor da transformação industrial
Pernambuco,26,2021,Total,38487806.0,Valor da transformação industrial
Pernambuco,26,2021,B Indústrias extrativas,195050.0,Valor da transformação industrial
Pernambuco,26,2021,C Indústrias de transformação,38292756.0,Valor da transformação industrial
Pernambuco,26,2021,10 Fabricação de produtos alimentícios,8743151.0,Valor da transformação industrial
Pernambuco,26,2021,20 Fabricação de produtos químicos,4538157.0,Valor da transformação industrial
Pernambuco,26,2021,24 Metalurgia,1458813.0,Valor da transformação industrial
Pernambuco,26,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",4748227.0,Valor da transformação industrial
Pernambuco,26,2022,Total,51774236.0,Valor da transformação industrial
Pernambuco,26,2022,B Indústrias extrativas,278746.0,Valor da transformação industrial
Pernambuco,26,2022,C Indústrias de transformação,51495490.0,Valor da transformação industrial
Pernambuco,26,2022,10 Fabricação de produtos alimentícios,9461448.0,Valor da transformação industrial
Pernambuco,26,2022,20 Fabricação de produtos químicos,5624047.0,Valor da transformação industrial
Pernambuco,26,2022,24 Metalurgia,1261444.0,Valor da transformação industrial
Pernambuco,26,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",6482800.0,Valor da transformação industrial
Pernambuco,26,2023,Total,44217557.0,Valor da transformação industrial
Pernambuco,26,2023,B Indústrias extrativas,348929.0,Valor da transformação industrial
Pernambuco,26,2023,C Indústrias de transformação,43868628.0,Valor da transformação industrial
Pernambuco,26,2023,10 Fabricação de produtos alimentícios,9663823.0,Valor da transformação industrial
Pernambuco,26,2023,20 Fabricação de produtos químicos,4376043.0,Valor da transformação industrial
Pernambuco,26,2023,24 Metalurgia,1040642.0,Valor da transformação industrial
Pernambuco,26,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",5799103.0,Valor da transformação industrial
Alagoas,27,2007,Total,2111755.0,Valor da transformação industrial
Alagoas,27,2007,B Indústrias extrativas,43552.0,Valor da transformação industrial
Alagoas,27,2007,C Indústrias de transformação,2068204.0,Valor da transformação industrial
Alagoas,27,2007,10 Fabricação de produtos alimentícios,1337372.0,Valor da transformação industrial
Alagoas,27,2007,20 Fabricação de produtos químicos,309295.0,Valor da transformação industrial
Alagoas,27,2007,24 Metalurgia,,Valor da transformação industrial
Alagoas,27,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",7292.0,Valor da transformação industrial
Alagoas,27,2008,Total,2360250.0,Valor da transformação industrial
Alagoas,27,2008,B Indústrias extrativas,26413.0,Valor da transformação industrial
Alagoas,27,2008,C Indústrias de transformação,2333837.0,Valor da transformação industrial
Alagoas,27,2008,10 Fabricação de produtos alimentícios,1534988.0,Valor da transformação industrial
Alagoas,27,2008,20 Fabricação de produtos químicos,315680.0,Valor da transformação industrial
Alagoas,27,2008,24 Metalurgia,,Valor da transformação industrial
Alagoas,27,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",5252.0,Valor da transformação industrial
Alagoas,27,2009,Total,2487489.0,Valor da transformação industrial
Alagoas,27,2009,B Indústrias extrativas,69629.0,Valor da transformação industrial
Alagoas,27,2009,C Indústrias de transformação,2417860.0,Valor da transformação industrial
Alagoas,27,2009,10 Fabricação de produtos alimentícios,1722627.0,Valor da transformação industrial
Alagoas,27,2009,20 Fabricação de produtos químicos,216333.0,Valor da transformação industrial
Alagoas,27,2009,24 Metalurgia,,Valor da transformação industrial
Alagoas,27,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",3875.0,Valor da transformação industrial
Alagoas,27,2010,Total,2852588.0,Valor da transformação industrial
Alagoas,27,2010,B Indústrias extrativas,42129.0,Valor da transformação industrial
Alagoas,27,2010,C Indústrias de transformação,2810459.0,Valor da transformação industrial
Alagoas,27,2010,10 Fabricação de produtos alimentícios,1785876.0,Valor da transformação industrial
Alagoas,27,2010,20 Fabricação de produtos químicos,379093.0,Valor da transformação industrial
Alagoas,27,2010,24 Metalurgia,4319.0,Valor da transformação industrial
Alagoas,27,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",8459.0,Valor da transformação industrial
Alagoas,27,2011,Total,4240609.0,Valor da transformação industrial
Alagoas,27,2011,B Indústrias extrativas,58646.0,Valor da transformação industrial
Alagoas,27,2011,C Indústrias de transformação,4181963.0,Valor da transformação industrial
Alagoas,27,2011,10 Fabricação de produtos alimentícios,2769813.0,Valor da transformação industrial
Alagoas,27,2011,20 Fabricação de produtos químicos,612224.0,Valor da transformação industrial
Alagoas,27,2011,24 Metalurgia,3141.0,Valor da transformação industrial
Alagoas,27,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",8217.0,Valor da transformação industrial
Alagoas,27,2012,Total,3850646.0,Valor da transformação industrial
Alagoas,27,2012,B Indústrias extrativas,69533.0,Valor da transformação industrial
Alagoas,27,2012,C Indústrias de transformação,3781113.0,Valor da transformação industrial
Alagoas,27,2012,10 Fabricação de produtos alimentícios,2188050.0,Valor da transformação industrial
Alagoas,27,2012,20 Fabricação de produtos químicos,799778.0,Valor da transformação industrial
Alagoas,27,2012,24 Metalurgia,2336.0,Valor da transformação industrial
Alagoas,27,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",5691.0,Valor da transformação industrial
Alagoas,27,2013,Total,3830103.0,Valor da transformação industrial
Alagoas,27,2013,B Indústrias extrativas,63632.0,Valor da transformação industrial
Alagoas,27,2013,C Indústrias de transformação,3766471.0,Valor da transformação industrial
Alagoas,27,2013,10 Fabricação de produtos alimentícios,1948011.0,Valor da transformação industrial
Alagoas,27,2013,20 Fabricação de produtos químicos,1041037.0,Valor da transformação industrial
Alagoas,27,2013,24 Metalurgia,10007.0,Valor da transformação industrial
Alagoas,27,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",6307.0,Valor da transformação industrial
Alagoas,27,2014,Total,4171802.0,Valor da transformação industrial
Alagoas,27,2014,B Indústrias extrativas,80513.0,Valor da transformação industrial
Alagoas,27,2014,C Indústrias de transformação,4091289.0,Valor da transformação industrial
Alagoas,27,2014,10 Fabricação de produtos alimentícios,2128488.0,Valor da transformação industrial
Alagoas,27,2014,20 Fabricação de produtos químicos,1048019.0,Valor da transformação industrial
Alagoas,27,2014,24 Metalurgia,2877.0,Valor da transformação industrial
Alagoas,27,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",18626.0,Valor da transformação industrial
Alagoas,27,2015,Total,4579200.0,Valor da transformação industrial
Alagoas,27,2015,B Indústrias extrativas,65651.0,Valor da transformação industrial
Alagoas,27,2015,C Indústrias de transformação,4513549.0,Valor da transformação industrial
Alagoas,27,2015,10 Fabricação de produtos alimentícios,2198647.0,Valor da transformação industrial
Alagoas,27,2015,20 Fabricação de produtos químicos,1228807.0,Valor da transformação industrial
Alagoas,27,2015,24 Metalurgia,1949.0,Valor da transformação industrial
Alagoas,27,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",5004.0,Valor da transformação industrial
Alagoas,27,2016,Total,3769012.0,Valor da transformação industrial
Alagoas,27,2016,B Indústrias extrativas,90790.0,Valor da transformação industrial
Alagoas,27,2016,C Indústrias de transformação,3678222.0,Valor da transformação industrial
Alagoas,27,2016,10 Fabricação de produtos alimentícios,1963918.0,Valor da transformação industrial
Alagoas,27,2016,20 Fabricação de produtos químicos,909701.0,Valor da transformação industrial
Alagoas,27,2016,24 Metalurgia,1915.0,Valor da transformação industrial
Alagoas,27,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",9274.0,Valor da transformação industrial
Alagoas,27,2017,Total,3779674.0,Valor da transformação industrial
Alagoas,27,2017,B Indústrias extrativas,98170.0,Valor da transformação industrial
Alagoas,27,2017,C Indústrias de transformação,3681504.0,Valor da transformação industrial
Alagoas,27,2017,10 Fabricação de produtos alimentícios,2094296.0,Valor da transformação industrial
Alagoas,27,2017,20 Fabricação de produtos químicos,771793.0,Valor da transformação industrial
Alagoas,27,2017,24 Metalurgia,2286.0,Valor da transformação industrial
Alagoas,27,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",7475.0,Valor da transformação industrial
Alagoas,27,2018,Total,3722612.0,Valor da transformação industrial
Alagoas,27,2018,B Indústrias extrativas,94192.0,Valor da transformação industrial
Alagoas,27,2018,C Indústrias de transformação,3628420.0,Valor da transformação industrial
Alagoas,27,2018,10 Fabricação de produtos alimentícios,1926121.0,Valor da transformação industrial
Alagoas,27,2018,20 Fabricação de produtos químicos,663353.0,Valor da transformação industrial
Alagoas,27,2018,24 Metalurgia,2575.0,Valor da transformação industrial
Alagoas,27,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",11600.0,Valor da transformação industrial
Alagoas,27,2019,Total,3914020.0,Valor da transformação industrial
Alagoas,27,2019,B Indústrias extrativas,107865.0,Valor da transformação industrial
Alagoas,27,2019,C Indústrias de transformação,3806155.0,Valor da transformação industrial
Alagoas,27,2019,10 Fabricação de produtos alimentícios,1957036.0,Valor da transformação industrial
Alagoas,27,2019,20 Fabricação de produtos químicos,621148.0,Valor da transformação industrial
Alagoas,27,2019,24 Metalurgia,2165.0,Valor da transformação industrial
Alagoas,27,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",3884.0,Valor da transformação industrial
Alagoas,27,2020,Total,4515485.0,Valor da transformação industrial
Alagoas,27,2020,B Indústrias extrativas,57213.0,Valor da transformação industrial
Alagoas,27,2020,C Indústrias de transformação,4458272.0,Valor da transformação industrial
Alagoas,27,2020,10 Fabricação de produtos alimentícios,2724077.0,Valor da transformação industrial
Alagoas,27,2020,20 Fabricação de produtos químicos,518928.0,Valor da transformação industrial
Alagoas,27,2020,24 Metalurgia,10997.0,Valor da transformação industrial
Alagoas,27,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",11396.0,Valor da transformação industrial
Alagoas,27,2021,Total,5783256.0,Valor da transformação industrial
Alagoas,27,2021,B Indústrias extrativas,202789.0,Valor da transformação industrial
Alagoas,27,2021,C Indústrias de transformação,5580467.0,Valor da transformação industrial
Alagoas,27,2021,10 Fabricação de produtos alimentícios,3356444.0,Valor da transformação industrial
Alagoas,27,2021,20 Fabricação de produtos químicos,713897.0,Valor da transformação industrial
Alagoas,27,2021,24 Metalurgia,10170.0,Valor da transformação industrial
Alagoas,27,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",36622.0,Valor da transformação industrial
Alagoas,27,2022,Total,6990971.0,Valor da transformação industrial
Alagoas,27,2022,B Indústrias extrativas,1042317.0,Valor da transformação industrial
Alagoas,27,2022,C Indústrias de transformação,5948654.0,Valor da transformação industrial
Alagoas,27,2022,10 Fabricação de produtos alimentícios,3499232.0,Valor da transformação industrial
Alagoas,27,2022,20 Fabricação de produtos químicos,969984.0,Valor da transformação industrial
Alagoas,27,2022,24 Metalurgia,14800.0,Valor da transformação industrial
Alagoas,27,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",13489.0,Valor da transformação industrial
Alagoas,27,2023,Total,8691558.0,Valor da transformação industrial
Alagoas,27,2023,B Indústrias extrativas,1750280.0,Valor da transformação industrial
Alagoas,27,2023,C Indústrias de transformação,6941278.0,Valor da transformação industrial
Alagoas,27,2023,10 Fabricação de produtos alimentícios,4496386.0,Valor da transformação industrial
Alagoas,27,2023,20 Fabricação de produtos químicos,516084.0,Valor da transformação industrial
Alagoas,27,2023,24 Metalurgia,11061.0,Valor da transformação industrial
Alagoas,27,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",11886.0,Valor da transformação industrial
Sergipe,28,2007,Total,2677373.0,Valor da transformação industrial
Sergipe,28,2007,B Indústrias extrativas,1347938.0,Valor da transformação industrial
Sergipe,28,2007,C Indústrias de transformação,1329435.0,Valor da transformação industrial
Sergipe,28,2007,10 Fabricação de produtos alimentícios,322628.0,Valor da transformação industrial
Sergipe,28,2007,20 Fabricação de produtos químicos,87166.0,Valor da transformação industrial
Sergipe,28,2007,24 Metalurgia,454.0,Valor da transformação industrial
Sergipe,28,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",4878.0,Valor da transformação industrial
Sergipe,28,2008,Total,3453865.0,Valor da transformação industrial
Sergipe,28,2008,B Indústrias extrativas,1719726.0,Valor da transformação industrial
Sergipe,28,2008,C Indústrias de transformação,1734139.0,Valor da transformação industrial
Sergipe,28,2008,10 Fabricação de produtos alimentícios,391944.0,Valor da transformação industrial
Sergipe,28,2008,20 Fabricação de produtos químicos,93162.0,Valor da transformação industrial
Sergipe,28,2008,24 Metalurgia,816.0,Valor da transformação industrial
Sergipe,28,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",5431.0,Valor da transformação industrial
Sergipe,28,2009,Total,3287867.0,Valor da transformação industrial
Sergipe,28,2009,B Indústrias extrativas,1587923.0,Valor da transformação industrial
Sergipe,28,2009,C Indústrias de transformação,1699944.0,Valor da transformação industrial
Sergipe,28,2009,10 Fabricação de produtos alimentícios,330347.0,Valor da transformação industrial
Sergipe,28,2009,20 Fabricação de produtos químicos,99450.0,Valor da transformação industrial
Sergipe,28,2009,24 Metalurgia,1462.0,Valor da transformação industrial
Sergipe,28,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",8046.0,Valor da transformação industrial
Sergipe,28,2010,Total,3458734.0,Valor da transformação industrial
Sergipe,28,2010,B Indústrias extrativas,1527873.0,Valor da transformação industrial
Sergipe,28,2010,C Indústrias de transformação,1930861.0,Valor da transformação industrial
Sergipe,28,2010,10 Fabricação de produtos alimentícios,357470.0,Valor da transformação industrial
Sergipe,28,2010,20 Fabricação de produtos químicos,92849.0,Valor da transformação industrial
Sergipe,28,2010,24 Metalurgia,1321.0,Valor da transformação industrial
